Open,High,Low,Close,Adj Close,Volume
1.8982000350952148,1.8982000350952148,1.8944000005722046,1.8982000350952148,1.8982000350952148,0
1.8991999626159668,1.9114999771118164,1.895799994468689,1.899399995803833,1.899399995803833,0
1.8939000368118286,1.9032000303268433,1.8804999589920044,1.8940999507904053,1.8940999507904053,0
1.8848999738693237,1.8865000009536743,1.8668999671936035,1.8853000402450562,1.8853000402450562,0
1.8695000410079956,1.88919997215271,1.8671000003814697,1.8664000034332275,1.8664000034332275,0
1.8853000402450562,1.9186999797821045,1.8831000328063965,1.8848999738693237,1.8848999738693237,0
1.9110000133514404,1.923699975013733,1.9049999713897705,1.9107999801635742,1.9107999801635742,0
1.9000999927520752,1.919600009918213,1.8996000289916992,1.9002000093460083,1.9002000093460083,0
1.9062000513076782,1.914199948310852,1.8954999446868896,1.9056999683380127,1.9056999683380127,0
1.9006999731063843,1.902400016784668,1.8687000274658203,1.9005999565124512,1.9005999565124512,0
1.888700008392334,1.9148000478744507,1.8732000589370728,1.8905999660491943,1.8905999660491943,0
1.8710999488830566,1.9076999425888062,1.8669999837875366,1.8712999820709229,1.8712999820709229,0
1.9004000425338745,1.9072999954223633,1.8960000276565552,1.9003000259399414,1.9003000259399414,0
1.9085999727249146,1.9242000579833984,1.9085999727249146,1.9092999696731567,1.9092999696731567,0
1.924399971961975,1.9258999824523926,1.9032000303268433,1.924299955368042,1.924299955368042,0
1.9139000177383423,1.9221999645233154,1.9040000438690186,1.9144999980926514,1.9144999980926514,0
1.9266999959945679,1.930999994277954,1.9112999439239502,1.9277000427246094,1.9277000427246094,0
1.8985999822616577,1.9271999597549438,1.8985999822616577,1.8952000141143799,1.8952000141143799,0
1.9278000593185425,1.929900050163269,1.9120999574661255,1.9279999732971191,1.9279999732971191,0
1.9178999662399292,1.9266999959945679,1.9155000448226929,1.9177000522613525,1.9177000522613525,0
1.9170000553131104,1.923799991607666,1.902899980545044,1.916200041770935,1.916200041770935,0
1.9139000177383423,1.9139000177383423,1.8931000232696533,1.9134000539779663,1.9134000539779663,0
1.892699956893921,1.9069000482559204,1.8890999555587769,1.8931000232696533,1.8931000232696533,0
1.9046000242233276,1.909000039100647,1.891800045967102,1.9042999744415283,1.9042999744415283,0
1.9092999696731567,1.9150999784469604,1.8946000337600708,1.9089000225067139,1.9089000225067139,0
1.8961999416351318,1.9040000438690186,1.8904999494552612,1.895799994468689,1.895799994468689,0
1.9010000228881836,1.924399971961975,1.8976999521255493,1.9032000303268433,1.9032000303268433,0
1.9194999933242798,1.9215999841690063,1.9047000408172607,1.919800043106079,1.919800043106079,0
1.908400058746338,1.9208999872207642,1.9043999910354614,1.9074000120162964,1.9074000120162964,0
1.914199948310852,1.930299997329712,1.914199948310852,1.9143999814987183,1.9143999814987183,0
1.9264999628067017,1.9286999702453613,1.905900001525879,1.9258999824523926,1.9258999824523926,0
1.9122999906539917,1.9170000553131104,1.903499960899353,1.9127000570297241,1.9127000570297241,0
1.9141000509262085,1.9176000356674194,1.9031000137329102,1.9127999544143677,1.9127999544143677,0
1.906000018119812,1.9168000221252441,1.8990000486373901,1.9052000045776367,1.9052000045776367,0
1.9178999662399292,1.9193999767303467,1.9084999561309814,1.9187999963760376,1.9187999963760376,0
1.9122999906539917,1.917799949645996,1.9085999727249146,1.9118000268936157,1.9118000268936157,0
1.9134999513626099,1.9148000478744507,1.8997000455856323,1.9139000177383423,1.9139000177383423,0
1.916700005531311,1.9192999601364136,1.9092999696731567,1.9172999858856201,1.9172999858856201,0
1.9120999574661255,1.9256000518798828,1.9093999862670898,1.9122999906539917,1.9122999906539917,0
1.9092999696731567,1.9214999675750732,1.906499981880188,1.9098999500274658,1.9098999500274658,0
1.9176000356674194,1.9332000017166138,1.9163000583648682,1.920199990272522,1.920199990272522,0
1.9330999851226807,1.9479999542236328,1.9259999990463257,1.9328999519348145,1.9328999519348145,0
1.9383000135421753,1.944599986076355,1.9315999746322632,1.9371999502182007,1.9371999502182007,0
1.9416999816894531,1.9420000314712524,1.931399941444397,1.9417999982833862,1.9417999982833862,0
1.9348000288009644,1.9394999742507935,1.917199969291687,1.9351999759674072,1.9351999759674072,0
1.9204000234603882,1.933899998664856,1.9187999963760376,1.920300006866455,1.920300006866455,0
1.9226000308990479,1.940999984741211,1.9211000204086304,1.9225000143051147,1.9225000143051147,0
1.9332000017166138,1.9386999607086182,1.9230999946594238,1.9326000213623047,1.9326000213623047,0
1.937399983406067,1.945099949836731,1.9264999628067017,1.9366999864578247,1.9366999864578247,0
1.9297000169754028,1.9375,1.92739999294281,1.9297000169754028,1.9297000169754028,0
1.9348000288009644,1.9424999952316284,1.9321000576019287,1.9345999956130981,1.9345999956130981,0
1.9393999576568604,1.9449000358581543,1.9210000038146973,1.9398000240325928,1.9398000240325928,0
1.9219000339508057,1.9333000183105469,1.9219000339508057,1.9205000400543213,1.9205000400543213,0
1.932800054550171,1.9391000270843506,1.9311000108718872,1.9327000379562378,1.9327000379562378,0
1.9371000528335571,1.945099949836731,1.926300048828125,1.936900019645691,1.936900019645691,0
1.9148999452590942,1.9333000183105469,1.9089000225067139,1.9148999452590942,1.9148999452590942,0
1.9321000576019287,1.9398000240325928,1.9263999462127686,1.9323999881744385,1.9323999881744385,0
1.922700047492981,1.9286999702453613,1.9194999933242798,1.9239000082015991,1.9239000082015991,0
1.9240000247955322,1.926300048828125,1.914199948310852,1.9241000413894653,1.9241000413894653,0
1.9220000505447388,1.9240000247955322,1.9120999574661255,1.923200011253357,1.923200011253357,0
1.913699984550476,1.913699984550476,1.886299967765808,1.9133000373840332,1.9133000373840332,0
1.8968000411987305,1.9115999937057495,1.8952000141143799,1.8961000442504883,1.8961000442504883,0
1.9055999517440796,1.9214999675750732,1.9013999700546265,1.906499981880188,1.906499981880188,0
1.9200999736785889,1.9249999523162842,1.9147000312805176,1.919800043106079,1.919800043106079,0
1.9248000383377075,1.9299999475479126,1.9148999452590942,1.9261000156402588,1.9261000156402588,0
1.9225000143051147,1.9286999702453613,1.919600009918213,1.922700047492981,1.922700047492981,0
1.9280999898910522,1.9325000047683716,1.9153000116348267,1.9284000396728516,1.9284000396728516,0
1.9190000295639038,1.9227999448776245,1.9101999998092651,1.9190000295639038,1.9190000295639038,0
1.9256000518798828,1.9348000288009644,1.9155999422073364,1.9256999492645264,1.9256999492645264,0
1.9300999641418457,1.9300999641418457,1.9205000400543213,1.9300999641418457,1.9300999641418457,0
1.930799961090088,1.9362000226974487,1.9263999462127686,1.9312000274658203,1.9312000274658203,0
1.9342999458312988,1.9359999895095825,1.9259999990463257,1.9342999458312988,1.9342999458312988,0
1.9306999444961548,1.9351999759674072,1.922700047492981,1.930999994277954,1.930999994277954,0
1.923799991607666,1.9241000413894653,1.9118000268936157,1.9240000247955322,1.9240000247955322,0
1.9164999723434448,1.9192999601364136,1.9107999801635742,1.9168000221252441,1.9168000221252441,0
1.9103000164031982,1.9163000583648682,1.906000018119812,1.909500002861023,1.909500002861023,0
1.9098000526428223,1.9112000465393066,1.9020999670028687,1.9098999500274658,1.9098999500274658,0
1.9000999927520752,1.902500033378601,1.888100028038025,1.9000999927520752,1.9000999927520752,0
1.8875999450683594,1.9069000482559204,1.8875999450683594,1.8875999450683594,1.8875999450683594,0
1.9020999670028687,1.9061000347137451,1.895900011062622,1.902500033378601,1.902500033378601,0
1.9061000347137451,1.9071999788284302,1.8877999782562256,1.9052000045776367,1.9052000045776367,0
1.88919997215271,1.8912999629974365,1.87090003490448,1.889299988746643,1.889299988746643,0
1.8674999475479126,1.8837000131607056,1.861799955368042,1.8675999641418457,1.8675999641418457,0
1.8805999755859375,1.886299967765808,1.8767000436782837,1.8803000450134277,1.8803000450134277,0
1.88510000705719,1.8875000476837158,1.8739999532699585,1.8849999904632568,1.8849999904632568,0
1.8753999471664429,1.8853000402450562,1.8631000518798828,1.874899983406067,1.874899983406067,0
1.8789000511169434,1.9027999639511108,1.8789000511169434,1.8788000345230103,1.8788000345230103,0
1.8848999738693237,1.892300009727478,1.8830000162124634,1.8847999572753906,1.8847999572753906,0
1.8882999420166016,1.9002000093460083,1.888200044631958,1.8877999782562256,1.8877999782562256,0
1.8930000066757202,1.8940999507904053,1.877500057220459,1.892899990081787,1.892899990081787,0
1.8753999471664429,1.876099944114685,1.8526999950408936,1.8753000497817993,1.8753000497817993,0
1.8675999641418457,1.8803999423980713,1.8654999732971191,1.867799997329712,1.867799997329712,0
1.8782999515533447,1.8794000148773193,1.8695000410079956,1.878100037574768,1.878100037574768,0
1.8761999607086182,1.8769999742507935,1.8631999492645264,1.876099944114685,1.876099944114685,0
1.8660999536514282,1.8737000226974487,1.8629000186920166,1.8660999536514282,1.8660999536514282,0
1.8605999946594238,1.8799999952316284,1.8604999780654907,1.860200047492981,1.860200047492981,0
1.8795000314712524,1.8874000310897827,1.8773000240325928,1.8792999982833862,1.8792999982833862,0
1.8803000450134277,1.8975000381469727,1.8770999908447266,1.8797999620437622,1.8797999620437622,0
1.8813999891281128,1.8919999599456787,1.8796000480651855,1.8811999559402466,1.8811999559402466,0
1.8913999795913696,1.9039000272750854,1.8904000520706177,1.8910000324249268,1.8910000324249268,0
1.9047000408172607,1.9084999561309814,1.8980000019073486,1.9047000408172607,1.9047000408172607,0
1.9018000364303589,1.9147000312805176,1.8973000049591064,1.902400016784668,1.902400016784668,0
1.9098999500274658,1.9140000343322754,1.8801000118255615,1.909999966621399,1.909999966621399,0
1.9119000434875488,1.9284000396728516,1.9092999696731567,1.9119999408721924,1.9119999408721924,0
1.9215999841690063,1.937999963760376,1.9160000085830688,1.9220000505447388,1.9220000505447388,0
1.936900019645691,1.9502999782562256,1.9322999715805054,1.9372999668121338,1.9372999668121338,0
1.9391000270843506,1.948199987411499,1.9355000257492065,1.9397000074386597,1.9397000074386597,0
1.9436999559402466,1.9599000215530396,1.9388999938964844,1.9428999423980713,1.9428999423980713,0
1.9625999927520752,1.9625999927520752,1.9420000314712524,1.962499976158142,1.962499976158142,0
1.9484000205993652,1.9500000476837158,1.9381999969482422,1.94760000705719,1.94760000705719,0
1.9399000406265259,1.948699951171875,1.9311000108718872,1.9401999711990356,1.9401999711990356,0
1.9430999755859375,1.9723000526428223,1.9430999755859375,1.9428999423980713,1.9428999423980713,0
1.968000054359436,1.969499945640564,1.9437999725341797,1.968500018119812,1.968500018119812,0
1.9465999603271484,1.9501999616622925,1.9372999668121338,1.9466999769210815,1.9466999769210815,0
1.9417999982833862,1.948199987411499,1.9176000356674194,1.941499948501587,1.941499948501587,0
1.9255000352859497,1.9354000091552734,1.924399971961975,1.9253000020980835,1.9253000020980835,0
1.9311000108718872,1.9326000213623047,1.9219000339508057,1.9306999444961548,1.9306999444961548,0
